epoch,step,total_loss,pred_loss,sigreg_loss
1,1,1.3613688945770264,1.3498167991638184,1.155206561088562
1,2,0.8940504193305969,0.8842806816101074,0.9769741296768188
1,3,0.6525685787200928,0.6440781354904175,0.849043071269989
1,4,0.5021111369132996,0.49399715662002563,0.8113977909088135
1,5,0.38795697689056396,0.37988248467445374,0.8074507713317871
1,6,0.2959728538990021,0.2882850766181946,0.7687777876853943
1,7,0.23338855803012848,0.22585652768611908,0.7532028555870056
1,8,0.18277136981487274,0.17503422498703003,0.7737149000167847
1,9,0.1429131031036377,0.13523823022842407,0.7674880027770996
1,10,0.11338460445404053,0.10554198920726776,0.7842617034912109
1,11,0.10210743546485901,0.09429802745580673,0.7809408903121948
1,12,0.08861005306243896,0.0806928426027298,0.7917212247848511
1,13,0.07161249965429306,0.06356160342693329,0.8050898909568787
1,14,0.06734980642795563,0.05925736948847771,0.8092435002326965
1,15,0.05160684138536453,0.04329245537519455,0.8314385414123535
1,16,0.04690136760473251,0.03859249874949455,0.830886721611023
1,17,0.04676683619618416,0.038388900458812714,0.8377937078475952
1,18,0.04466421157121658,0.036238331347703934,0.8425880074501038
1,19,0.03794421628117561,0.029326722025871277,0.8617494702339172
1,20,0.03788655996322632,0.029294144362211227,0.8592414855957031
1,21,0.03755667805671692,0.028900371864438057,0.8656306862831116
1,22,0.036957792937755585,0.028309747576713562,0.8648043274879456
1,23,0.035844847559928894,0.027159065008163452,0.8685780763626099
1,24,0.03303247317671776,0.02426065132021904,0.8771822452545166
1,25,0.03036120906472206,0.02153743803501129,0.8823771476745605
1,26,0.028435181826353073,0.019607994705438614,0.8827188611030579
1,27,0.02705458179116249,0.018183186650276184,0.8871395587921143
1,28,0.025382477790117264,0.016468627378344536,0.8913849592208862
1,29,0.023718956857919693,0.01478818990290165,0.8930767774581909
1,30,0.02276420220732689,0.01384442113339901,0.8919780254364014
1,31,0.021886330097913742,0.012900637462735176,0.8985692858695984
1,32,0.021869739517569542,0.012945672497153282,0.8924067616462708
1,33,0.019510183483362198,0.010480822995305061,0.9029361009597778
1,34,0.02007484994828701,0.01107710786163807,0.8997742533683777
